CO_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.15,609.6
Destiny Logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.77,22.93
Dynamic Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.55,26.36
Kotyark Indust.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.19,263.51
Promax Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58,43.2
Foce India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.84,200.61
Shrem InvIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4021.84,6339.82
Electronics Mart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554.35
Abans Holdings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058.58
Virescent Renew.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909.5,2015.03
PKH Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uma Exports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.25
Precision Metal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.75,44.22
Wherrelz IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.86,6.0
National High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6403.1,
Brandbucket Med.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86,9.22
Cool Caps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.38,575.23
Radiant Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.26
Jeena Sikho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.11
Piramal Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8165.88
VL E-Governance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidan Laborator.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.15,47.05
Omnipotent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.13,5.14
Veranda Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253.61
DMR Hydroengg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69,14.06
Fabino Life Sci.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72,6.3
Scarnose Inter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.33
Clara Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.57,58.05
Global Longlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.02
Richa Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.33,26.73
Shigan Quantum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.06,125.75
Nupur Recyclers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.49,482.08
Syrma SGS Tech.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4643.07
Redtape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.79,117.03
Achyut Healthcar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.85,51.1
Quality RO Indu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.62,20.4
Timescan Logist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.45,41.67
Alkosign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.58,41.34
Campus Activewe.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10164.33
Venus Pipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519.47
Vaidya Sane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.01,247.07
Ascensive Educa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58,9.84
Allcargo Termi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TransIndia Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aether Industri.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11674.75
Motherson Wiring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20352.89,21380.48
Safa Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63,11.35
SP Refractories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.12,14.32
Shashwat Furnis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32
Globesecure Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.65
KN Agri Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.11,268.36
Dreamfolks Servi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254.85
Dharmaj Crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.89
Ekennis Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.55,15.26
Dhyaani Tile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.99
Sonu Infratech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9
EP Biocomposites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.88
Le Merite Export,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8
Krishival Foods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3,536.15
Eighty Jewellers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.84
KCK Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.08
Krishna Defence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.78
Swaraj Suiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.58,34.7
Ameya Precision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.44
Evoq Remedies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.74,17.67
Bhatia Colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3,52.05
Virtuoso Optoel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.95
Sunrise Efficie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.48
Rachana Infra.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.2
SKP Bearing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.18
Fone4 Communica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.32
HMA Agro Inds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goel Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.09
Pearl Green Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.75
Mangalam World.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.16
Silver Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
Yatharth Hospit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCX Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.71
Kaynes Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5601.16
JFL Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.29
Aristo Bio-Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.16
Sabar Flex India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78
Fidel Softech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.88
Veerkrupa Jewel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.59
Plaza Wires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upsurge Seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.93
Modi's Navnirman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.49
Kesar India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.48
Olatech Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.95
Tierra Agrotech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.69
Sailani Tours N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.25
Viviana Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.78
Jay Jalaram Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.57
Jayant Infratech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.59
B-Right Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.96
Healthy Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
Kandarp Digi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.25
All E Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.99
Maagh Advertisin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82
Mafia Trends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97
Naturo Indiabull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.87
Arabian Petrol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cargosol Logist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.82
Ishan Internat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.97
Varanium Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381.07
SignatureGlobal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipna Pharmachem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.02
Insolation Ener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.48
Annapurna Swadi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.04
Shantidoot Infra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.02
Vital Chemtech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.06
Steelman Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.53
Trident Lifeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.95
Containe Tech.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.54
Auro Impex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapi Fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.89
Rite Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.34
Gayatri Rubbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6
Reetech Intl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.52
Infurnia Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silicon Rental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.78
Quicktouch Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amanaya Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
Amiable Logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.61
Integrated Perso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.73
Vedant Asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.12
Pace E-Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.33
Arham Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.88
Jiwanram Sheo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambo Agritec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.03
Cargotrans Marit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.38
Rex Sealing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3
Concord Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.1
Technopack Poly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.42
Arihant Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.21
Pritika Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.64
Udayshivakumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian HC Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dharni Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.88
Vertexplus Tech.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.84
Anlon Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.27
Vels Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.21
Eastern Logica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.92
IKIO Lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tips Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.16
Chaman Metallics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.16
Moxsh Overseas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7
Transvoy Logist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.22
RBM Infracon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.69
Droneacharya Aer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.1
SVS Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.22
S. V. J. Enterp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.27
Anzen IYEP Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1617.92
Sahana Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducol Organics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.32
Homesfy Realty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.01
PNGS Gargi FJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.72
Viaz Tyres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.52
Shera Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.59
CFF Fluid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lead Reclaim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.28
Zaggle Prepaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.75
Agarwal Float,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8
MCON Rasayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0
Rishabh Instrum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innokaiz India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITCONS E-Soluti.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.32
Sonalis Consumer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sealmatic India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.3
De Neers Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patron Exim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.57
Earthstahl &All.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.79
Labelkraft Tech.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.52
A G Universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirman Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.51
Macfos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.85
Master Component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasons Chemex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ratnaveer Precis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Commod.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.72
Systango Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.8
MOS Utility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattech Fitwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sotac Pharma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivaa Tradecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectrum Talent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maiden Forgings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ideaforge Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shri Techtex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infinium Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bizotic Commer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovatus Enter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infollion Resea.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command Polymers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.29
Retina Paints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Enviro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comrade Applian.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishca Strapp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exhicon Events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essen Speciality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aatmaj Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City Crops Agro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remus Pharma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sancode Tech.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asarfi Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cell Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentagon Rubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sungarner Energ.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tridhya Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenchef Appli.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netweb Technolog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Fibre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kore Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proventus Agro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vilin Bio Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahasolar Technol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRB Infra. Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magson Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E Factor Experie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono Pharmacare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoora Designs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarin Technologi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaka Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cube Highways,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasa Denticity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nexus Select,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Life Scienc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmic CRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valiant Laborato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccelerateBS Ind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alphalogic Indu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drone Destinatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Pet Indus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kundan Edifice L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pramara Promotio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangani Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srivari Spices &,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veefin Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinsys IT Servic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khazanchi Jewell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeal Global Serv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinyas Innovativ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chavda Infra Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Door Concepts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oriana Power Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saroja Pharma In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unihealth Consul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plada Infotech S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bondada Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hi-Green Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahan Packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnika Industri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kody Technolab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneClick Logisti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saakshi Medtech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp Chucks and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meson Valves Ind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basilic Fly Stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cellecor Gadgets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C P S Shapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goyal Salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhusudan Masa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Techknowgreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunita Tools Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newjaisa Tecch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holmarc Opto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Womancart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajgor Castor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vishnusurya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kontor Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canarys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A P T Yarns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aachal Alloys,,,,,,4.1,2.49,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCO Plastics,,,,,,9.34,2.57,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Bir.Fa PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Birla SLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Info-Soft,,,,,,,1.55,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Lime Inds,,,,,,7.43,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEC Enterprises,,,,,,,0.08,14.35,3.02,,,,,,,,,,,,,,,,,,,,,,,,,
Agritech Hatch.,,,,21.68,20.88,32.1,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexcon Extrus,,,54.68,10.22,3.93,13.36,3.54,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Cap&Fin,,,,,1.88,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine Inds.,3.05,4.73,29.5,21.97,43.11,49.64,37.1,19.93,,,,,,,,,,,,,,,,,,,,,,,,,,
Alps Labs.,,,,,1.73,5.9,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambuja Flour,,,,1.84,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amex Carbonates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ampro Products,,,,,,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amrut Credit,,,,,,34.02,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Anan Drug & Chem,,,,,,,,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,
Anand Cotspin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anant Rotospin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anik Ship Break,,,,,,,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjani Solvents,,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anmol Dairy-Merg,,,,,,9.64,3.03,0.71,0.36,,,,,,,,,,,,,,,,,,,,,,,,,
Anugraha Wood,,,,,,4.65,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appollo Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APS-Star Inds.,,34.5,94.3,42.84,71.46,35.36,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aravali (India),,,,,,,3.71,0.79,0.32,,,,,,,,,,,,,,,,,,,,,,,,,
Arhat Inds.,,,,,3.92,12.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
